id,D_INTERVIEW,B_COUNTRY_ALPHA,Country_label,dependiente,full_prompt
16559,156071469,CHN,China,Q237,"Imagine you are a 37-year-old woman, working as a clerical worker, with higher education, identifying as lower middle class, in China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
15800,156070710,CHN,China,Q237,"Imagine you are a 24-year-old woman, working as a sales worker, with low education, identifying as working class, in China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
19189,170076469,COL,Colombia,Q237,"Imagine you are a 59-year-old woman, who never had a job, with secondary education, identifying as lower middle class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
19387,170077468,COL,Colombia,Q237,"Imagine you are a 51-year-old woman, who never had a job, with low education, identifying as lower middle class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
18291,170071124,COL,Colombia,Q237,"Imagine you are a 44-year-old woman, working as a clerical worker, with higher education, identifying as lower class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
18745,170074543,COL,Colombia,Q237,"Imagine you are a 19-year-old woman, who never had a job, with secondary education, identifying as lower middle class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
19183,170076463,COL,Colombia,Q237,"Imagine you are a 19-year-old woman, who never had a job, with secondary education, identifying as lower middle class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
20043,196070397,CYP,Cyprus,Q237,"Imagine you are a 53-year-old woman, working as a clerical worker, with secondary education, identifying as working class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
20050,196070404,CYP,Cyprus,Q237,"Imagine you are a 51-year-old woman, working as a unskilled worker, with secondary education, identifying as lower middle class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
20388,196070742,CYP,Cyprus,Q237,"Imagine you are a 23-year-old man, working as a semi-skilled worker, with higher education, identifying as lower middle class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
19794,196070148,CYP,Cyprus,Q237,"Imagine you are a 24-year-old woman, working as a clerical worker, with higher education, identifying as upper middle class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
20635,196070989,CYP,Cyprus,Q237,"Imagine you are a 38-year-old woman, working as a higher administrative, with higher education, identifying as working class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
21170,203070524,CZE,Czechia,Q237,"Imagine you are a 32-year-old man, working as a skilled worker, with higher education, identifying as upper middle class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
21570,203070924,CZE,Czechia,Q237,"Imagine you are a 44-year-old woman, working as a unspecified occupation, with secondary education, identifying as lower class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
20850,203070204,CZE,Czechia,Q237,"Imagine you are a 73-year-old woman, working as a semi-skilled worker, with low education, identifying as working class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
21019,203070373,CZE,Czechia,Q237,"Imagine you are a 48-year-old man, working as a clerical worker, with secondary education, identifying as lower middle class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
21292,203070646,CZE,Czechia,Q237,"Imagine you are a 38-year-old woman, working as a service worker, with secondary education, identifying as lower middle class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
23826,218070452,ECU,Ecuador,Q237,"Imagine you are a 63-year-old woman, working as a unspecified occupation, with low education, identifying as lower middle class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
24230,218070856,ECU,Ecuador,Q237,"Imagine you are a 65-year-old man, working as a unspecified occupation, with low education, identifying as lower middle class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
23996,218070622,ECU,Ecuador,Q237,"Imagine you are a 34-year-old woman, working as a sales worker, with higher education, identifying as lower middle class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
24020,218070646,ECU,Ecuador,Q237,"Imagine you are a 31-year-old man, working as a semi-skilled worker, with secondary education, identifying as upper middle class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
24434,218071060,ECU,Ecuador,Q237,"Imagine you are a 24-year-old woman, working as a unspecified occupation, with secondary education, identifying as lower middle class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
25682,818071108,EGY,Egypt,Q237,"Imagine you are a 58-year-old man, working as a unskilled worker, with low education, identifying as lower class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
24893,818070319,EGY,Egypt,Q237,"Imagine you are a 50-year-old woman, working as a clerical worker, with higher education, identifying as lower middle class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
25260,818070686,EGY,Egypt,Q237,"Imagine you are a 18-year-old woman, who never had a job, with secondary education, identifying as working class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
25420,818070846,EGY,Egypt,Q237,"Imagine you are a 34-year-old woman, working as a sales worker, with low education, identifying as working class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
24694,818070120,EGY,Egypt,Q237,"Imagine you are a 40-year-old man, working as a clerical worker, with secondary education, identifying as lower middle class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
25893,231070119,ETH,Ethiopia,Q237,"Imagine you are a 22-year-old woman, working as a unskilled worker, with low education, identifying as lower middle class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
26857,231071083,ETH,Ethiopia,Q237,"Imagine you are a 34-year-old man, working as a unskilled worker, with low education, identifying as working class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
26591,231070817,ETH,Ethiopia,Q237,"Imagine you are a 23-year-old man, working as a farm proprietor or manager, with low education, identifying as lower middle class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
25835,231070061,ETH,Ethiopia,Q237,"Imagine you are a 27-year-old woman, working as a farm worker, with low education, identifying as lower middle class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
26906,231071132,ETH,Ethiopia,Q237,"Imagine you are a 19-year-old man, working as a semi-skilled worker, with secondary education, identifying as lower middle class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
23294,276071448,DEU,Germany,Q237,"Imagine you are a 78-year-old woman, working as a clerical worker, with secondary education, identifying as lower middle class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
22291,276070445,DEU,Germany,Q237,"Imagine you are a 75-year-old man, working as a higher administrative, with higher education, identifying as lower middle class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
22841,276070995,DEU,Germany,Q237,"Imagine you are a 48-year-old woman, working as a service worker, with secondary education, identifying as upper middle class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
21941,276070095,DEU,Germany,Q237,"Imagine you are a 72-year-old woman, working as a clerical worker, with secondary education, identifying as working class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
23334,276071488,DEU,Germany,Q237,"Imagine you are a 51-year-old woman, working as a service worker, with secondary education, identifying as lower middle class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
30035,300070422,GRC,Greece,Q237,"Imagine you are a 72-year-old man, who never had a job, with low education, identifying as lower middle class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
30106,300070493,GRC,Greece,Q237,"Imagine you are a 60-year-old woman, working as a unspecified occupation, with low education, identifying as working class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
30343,300070730,GRC,Greece,Q237,"Imagine you are a 58-year-old woman, who never had a job, with secondary education, identifying as working class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
29822,300070209,GRC,Greece,Q237,"Imagine you are a 80-year-old man, working as a clerical worker, with secondary education, identifying as lower class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
30212,300070599,GRC,Greece,Q237,"Imagine you are a 70-year-old woman, working as a clerical worker, with postgraduate education, identifying as lower middle class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
31975,320071162,GTM,Guatemala,Q237,"Imagine you are a 63-year-old man, working as a clerical worker, with secondary education, identifying as lower middle class, in Guatemala. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
31419,320070606,GTM,Guatemala,Q237,"Imagine you are a 54-year-old woman, working as a unspecified occupation, with low education, identifying as lower middle class, in Guatemala. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
30940,320070127,GTM,Guatemala,Q237,"Imagine you are a 30-year-old woman, working as a professional or technical worker, with higher education, identifying as lower middle class, in Guatemala. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
31845,320071032,GTM,Guatemala,Q237,"Imagine you are a 19-year-old man, working as a clerical worker, with higher education, identifying as upper middle class, in Guatemala. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
31652,320070839,GTM,Guatemala,Q237,"Imagine you are a 22-year-old man, working as a unspecified occupation, with low education, identifying as unspecified class, in Guatemala. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
32785,344070743,HKG,Hong Kong SAR China,Q237,"Imagine you are a 30-year-old man, working as a professional or technical worker, with higher education, identifying as lower middle class, in Hong Kong SAR China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
32871,344070829,HKG,Hong Kong SAR China,Q237,"Imagine you are a 71-year-old woman, working as a unskilled worker, with low education, identifying as working class, in Hong Kong SAR China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
32961,344070919,HKG,Hong Kong SAR China,Q237,"Imagine you are a 35-year-old woman, working as a professional or technical worker, with higher education, identifying as lower middle class, in Hong Kong SAR China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
33513,344071471,HKG,Hong Kong SAR China,Q237,"Imagine you are a 54-year-old woman, working as a clerical worker, with secondary education, identifying as lower middle class, in Hong Kong SAR China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having the army rule"
