id,D_INTERVIEW,B_COUNTRY_ALPHA,Country_label,dependiente,full_prompt
2381,51070374,ARM,Armenia,Q239,"Imagine you are a 35-year-old woman, working as a farm worker, with secondary education, identifying as working class, in Armenia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
2041,51070034,ARM,Armenia,Q239,"Imagine you are a 52-year-old woman, working as a clerical worker, with higher education, identifying as lower middle class, in Armenia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
2523,51070516,ARM,Armenia,Q239,"Imagine you are a 49-year-old woman, working as a unskilled worker, with secondary education, identifying as lower middle class, in Armenia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
2020,51070013,ARM,Armenia,Q239,"Imagine you are a 32-year-old woman, who never had a job, with higher education, identifying as upper middle class, in Armenia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
2076,51070069,ARM,Armenia,Q239,"Imagine you are a 43-year-old man, working as a unskilled worker, with secondary education, identifying as lower class, in Armenia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
4305,36071074,AUS,Australia,Q239,"Imagine you are a 54-year-old woman, working as a professional or technical worker, with higher education, identifying as working class, in Australia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
4328,36071097,AUS,Australia,Q239,"Imagine you are a 34-year-old woman, working as a clerical worker, with secondary education, identifying as upper middle class, in Australia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
4432,36071201,AUS,Australia,Q239,"Imagine you are a 74-year-old woman, working as a unspecified occupation, with secondary education, identifying as working class, in Australia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
4616,36071385,AUS,Australia,Q239,"Imagine you are a 50-year-old woman, working as a professional or technical worker, with higher education, identifying as lower middle class, in Australia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
3466,36070235,AUS,Australia,Q239,"Imagine you are a 50-year-old woman, working as a clerical worker, with higher education, identifying as working class, in Australia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
5082,50070039,BGD,Bangladesh,Q239,"Imagine you are a 50-year-old man, who never had a job, with low education, identifying as lower middle class, in Bangladesh. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
5865,50070822,BGD,Bangladesh,Q239,"Imagine you are a 20-year-old woman, who never had a job, with higher education, identifying as working class, in Bangladesh. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
6029,50070986,BGD,Bangladesh,Q239,"Imagine you are a 18-year-old woman, who never had a job, with higher education, identifying as lower middle class, in Bangladesh. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
5180,50070137,BGD,Bangladesh,Q239,"Imagine you are a 26-year-old woman, who never had a job, with low education, identifying as working class, in Bangladesh. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
5498,50070455,BGD,Bangladesh,Q239,"Imagine you are a 35-year-old woman, who never had a job, with low education, identifying as working class, in Bangladesh. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
8245,68072002,BOL,Bolivia,Q239,"Imagine you are a 31-year-old woman, working as a professional or technical worker, with higher education, identifying as lower middle class, in Bolivia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
7392,68071149,BOL,Bolivia,Q239,"Imagine you are a 52-year-old woman, working as a professional or technical worker, with higher education, identifying as working class, in Bolivia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
8280,68072037,BOL,Bolivia,Q239,"Imagine you are a 56-year-old man, working as a semi-skilled worker, with secondary education, identifying as working class, in Bolivia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
8170,68071927,BOL,Bolivia,Q239,"Imagine you are a 43-year-old woman, working as a unskilled worker, with secondary education, identifying as lower middle class, in Bolivia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
6701,68070458,BOL,Bolivia,Q239,"Imagine you are a 38-year-old woman, working as a sales worker, with higher education, identifying as upper middle class, in Bolivia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
8767,76070507,BRA,Brazil,Q239,"Imagine you are a 30-year-old man, working as a semi-skilled worker, with secondary education, identifying as lower class, in Brazil. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
8927,76070685,BRA,Brazil,Q239,"Imagine you are a 26-year-old man, working as a professional or technical worker, with higher education, identifying as working class, in Brazil. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
8667,76070397,BRA,Brazil,Q239,"Imagine you are a 47-year-old man, working as a sales worker, with secondary education, identifying as lower middle class, in Brazil. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
8589,76070311,BRA,Brazil,Q239,"Imagine you are a 64-year-old woman, working as a clerical worker, with low education, identifying as lower middle class, in Brazil. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
8580,76070302,BRA,Brazil,Q239,"Imagine you are a 30-year-old man, working as a service worker, with secondary education, identifying as lower middle class, in Brazil. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
13080,124074398,CAN,Canada,Q239,"Imagine you are a 64-year-old man, working as a clerical worker, with secondary education, identifying as lower middle class, in Canada. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
11517,124071951,CAN,Canada,Q239,"Imagine you are a 32-year-old man, working as a professional or technical worker, with postgraduate education, identifying as lower middle class, in Canada. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
11153,124071348,CAN,Canada,Q239,"Imagine you are a 51-year-old man, working as a skilled worker, with higher education, identifying as working class, in Canada. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
12780,124073679,CAN,Canada,Q239,"Imagine you are a 19-year-old woman, who never had a job, with secondary education, identifying as lower middle class, in Canada. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
12283,124072947,CAN,Canada,Q239,"Imagine you are a 60-year-old man, working as a clerical worker, with secondary education, identifying as lower middle class, in Canada. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
15078,152070988,CHL,Chile,Q239,"Imagine you are a 65-year-old man, working as a unskilled worker, with secondary education, identifying as working class, in Chile. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
14537,152070447,CHL,Chile,Q239,"Imagine you are a 45-year-old woman, working as a clerical worker, with secondary education, identifying as working class, in Chile. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
14911,152070821,CHL,Chile,Q239,"Imagine you are a 23-year-old woman, who never had a job, with higher education, identifying as working class, in Chile. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
14194,152070104,CHL,Chile,Q239,"Imagine you are a 29-year-old man, working as a clerical worker, with higher education, identifying as working class, in Chile. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
15088,152070998,CHL,Chile,Q239,"Imagine you are a 42-year-old woman, working as a professional or technical worker, with postgraduate education, identifying as upper class, in Chile. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
16597,156071507,CHN,China,Q239,"Imagine you are a 62-year-old woman, who never had a job, with secondary education, identifying as working class, in China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
17686,156072596,CHN,China,Q239,"Imagine you are a 36-year-old woman, working as a sales worker, with secondary education, identifying as working class, in China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
17613,156072523,CHN,China,Q239,"Imagine you are a 28-year-old woman, who never had a job, with secondary education, identifying as lower middle class, in China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
17429,156072339,CHN,China,Q239,"Imagine you are a 62-year-old woman, working as a skilled worker, with low education, identifying as unspecified class, in China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
17903,156072813,CHN,China,Q239,"Imagine you are a 59-year-old woman, working as a farm worker, with secondary education, identifying as lower middle class, in China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
19149,170076343,COL,Colombia,Q239,"Imagine you are a 23-year-old woman, working as a farm proprietor or manager, with secondary education, identifying as working class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
18202,170070534,COL,Colombia,Q239,"Imagine you are a 28-year-old woman, who never had a job, with low education, identifying as lower middle class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
19244,170076750,COL,Colombia,Q239,"Imagine you are a 19-year-old man, working as a farm worker, with secondary education, identifying as lower class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
19180,170076454,COL,Colombia,Q239,"Imagine you are a 56-year-old man, working as a unskilled worker, with low education, identifying as lower middle class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
19367,170077337,COL,Colombia,Q239,"Imagine you are a 18-year-old man, who never had a job, with secondary education, identifying as lower middle class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
20360,196070714,CYP,Cyprus,Q239,"Imagine you are a 27-year-old woman, working as a professional or technical worker, with postgraduate education, identifying as upper middle class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
20239,196070593,CYP,Cyprus,Q239,"Imagine you are a 43-year-old man, working as a skilled worker, with secondary education, identifying as unspecified class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
20093,196070447,CYP,Cyprus,Q239,"Imagine you are a 21-year-old woman, working as a professional or technical worker, with postgraduate education, identifying as lower middle class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
19984,196070338,CYP,Cyprus,Q239,"Imagine you are a 22-year-old man, who never had a job, with secondary education, identifying as lower middle class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
20390,196070744,CYP,Cyprus,Q239,"Imagine you are a 29-year-old man, working as a professional or technical worker, with higher education, identifying as upper middle class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
21718,203071072,CZE,Czechia,Q239,"Imagine you are a 56-year-old man, working as a semi-skilled worker, with secondary education, identifying as working class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
21770,203071124,CZE,Czechia,Q239,"Imagine you are a 56-year-old man, working as a semi-skilled worker, with secondary education, identifying as working class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
21662,203071016,CZE,Czechia,Q239,"Imagine you are a 68-year-old man, working as a skilled worker, with secondary education, identifying as lower middle class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
21778,203071132,CZE,Czechia,Q239,"Imagine you are a 39-year-old woman, working as a skilled worker, with secondary education, identifying as lower middle class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
20656,203070010,CZE,Czechia,Q239,"Imagine you are a 68-year-old man, working as a skilled worker, with secondary education, identifying as lower middle class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
24167,218070793,ECU,Ecuador,Q239,"Imagine you are a 33-year-old man, working as a sales worker, with secondary education, identifying as lower middle class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
23837,218070463,ECU,Ecuador,Q239,"Imagine you are a 49-year-old woman, working as a unspecified occupation, with secondary education, identifying as upper middle class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
23652,218070278,ECU,Ecuador,Q239,"Imagine you are a 26-year-old man, working as a skilled worker, with secondary education, identifying as upper middle class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
23615,218070241,ECU,Ecuador,Q239,"Imagine you are a 37-year-old woman, working as a sales worker, with secondary education, identifying as lower class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
23398,218070024,ECU,Ecuador,Q239,"Imagine you are a 23-year-old man, working as a unspecified occupation, with higher education, identifying as lower middle class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
25251,818070677,EGY,Egypt,Q239,"Imagine you are a 42-year-old woman, who never had a job, with secondary education, identifying as working class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
24655,818070081,EGY,Egypt,Q239,"Imagine you are a 55-year-old woman, working as a clerical worker, with secondary education, identifying as working class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
25653,818071079,EGY,Egypt,Q239,"Imagine you are a 50-year-old man, working as a service worker, with low education, identifying as working class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
24708,818070134,EGY,Egypt,Q239,"Imagine you are a 33-year-old woman, who never had a job, with secondary education, identifying as lower middle class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
24998,818070424,EGY,Egypt,Q239,"Imagine you are a 49-year-old man, working as a farm worker, with low education, identifying as working class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
27001,231071227,ETH,Ethiopia,Q239,"Imagine you are a 32-year-old woman, who never had a job, with low education, identifying as working class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
26532,231070758,ETH,Ethiopia,Q239,"Imagine you are a 54-year-old man, working as a unskilled worker, with low education, identifying as lower class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
26767,231070993,ETH,Ethiopia,Q239,"Imagine you are a 27-year-old man, working as a sales worker, with low education, identifying as working class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
26721,231070947,ETH,Ethiopia,Q239,"Imagine you are a 25-year-old woman, working as a sales worker, with secondary education, identifying as upper middle class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
26464,231070690,ETH,Ethiopia,Q239,"Imagine you are a 21-year-old woman, working as a service worker, with low education, identifying as lower middle class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
22466,276070620,DEU,Germany,Q239,"Imagine you are a 60-year-old woman, working as a service worker, with secondary education, identifying as unspecified class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
22294,276070448,DEU,Germany,Q239,"Imagine you are a 59-year-old woman, working as a sales worker, with secondary education, identifying as lower middle class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
22088,276070242,DEU,Germany,Q239,"Imagine you are a 24-year-old woman, who never had a job, with secondary education, identifying as upper middle class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
22773,276070927,DEU,Germany,Q239,"Imagine you are a 53-year-old man, working as a service worker, with secondary education, identifying as working class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
22660,276070814,DEU,Germany,Q239,"Imagine you are a 84-year-old man, working as a skilled worker, with secondary education, identifying as lower middle class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
30461,300070848,GRC,Greece,Q239,"Imagine you are a 64-year-old man, working as a skilled worker, with low education, identifying as lower middle class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
30499,300070886,GRC,Greece,Q239,"Imagine you are a 54-year-old man, working as a skilled worker, with low education, identifying as lower class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
30063,300070450,GRC,Greece,Q239,"Imagine you are a 42-year-old man, working as a semi-skilled worker, with secondary education, identifying as working class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
30009,300070396,GRC,Greece,Q239,"Imagine you are a 49-year-old man, working as a unspecified occupation, with secondary education, identifying as lower middle class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
30252,300070639,GRC,Greece,Q239,"Imagine you are a 39-year-old man, working as a service worker, with higher education, identifying as working class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a system governed by religious law in which there are no political parties or elections"
