id,D_INTERVIEW,B_COUNTRY_ALPHA,Country_label,dependiente,full_prompt
8128,68071885,BOL,Bolivia,Q235,"Imagine you are a 46-year-old woman, working as a skilled worker, with secondary education, identifying as lower middle class, in Bolivia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
7119,68070876,BOL,Bolivia,Q235,"Imagine you are a 26-year-old man, working as a semi-skilled worker, with higher education, identifying as working class, in Bolivia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
6797,68070554,BOL,Bolivia,Q235,"Imagine you are a 28-year-old woman, working as a unspecified occupation, with higher education, identifying as lower middle class, in Bolivia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
7790,68071547,BOL,Bolivia,Q235,"Imagine you are a 47-year-old man, working as a semi-skilled worker, with secondary education, identifying as lower middle class, in Bolivia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
7569,68071326,BOL,Bolivia,Q235,"Imagine you are a 47-year-old man, working as a farm worker, with low education, identifying as lower class, in Bolivia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
9388,76071196,BRA,Brazil,Q235,"Imagine you are a 24-year-old man, working as a sales worker, with secondary education, identifying as lower class, in Brazil. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
8515,76070229,BRA,Brazil,Q235,"Imagine you are a 64-year-old man, working as a skilled worker, with secondary education, identifying as working class, in Brazil. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
9089,76070871,BRA,Brazil,Q235,"Imagine you are a 68-year-old man, working as a semi-skilled worker, with low education, identifying as lower class, in Brazil. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
9871,76071744,BRA,Brazil,Q235,"Imagine you are a 33-year-old woman, working as a clerical worker, with higher education, identifying as working class, in Brazil. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
8874,76070625,BRA,Brazil,Q235,"Imagine you are a 63-year-old man, working as a sales worker, with low education, identifying as lower class, in Brazil. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
12146,124072782,CAN,Canada,Q235,"Imagine you are a 20-year-old woman, working as a service worker, with higher education, identifying as lower middle class, in Canada. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
10611,124070626,CAN,Canada,Q235,"Imagine you are a 48-year-old man, working as a unskilled worker, with secondary education, identifying as working class, in Canada. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
11053,124071213,CAN,Canada,Q235,"Imagine you are a 68-year-old woman, working as a sales worker, with higher education, identifying as working class, in Canada. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
13663,124075232,CAN,Canada,Q235,"Imagine you are a 22-year-old woman, working as a skilled worker, with higher education, identifying as lower middle class, in Canada. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
11028,124071186,CAN,Canada,Q235,"Imagine you are a 28-year-old woman, who never had a job, with secondary education, identifying as lower class, in Canada. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
14145,152070055,CHL,Chile,Q235,"Imagine you are a 20-year-old woman, who never had a job, with higher education, identifying as lower middle class, in Chile. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
14307,152070217,CHL,Chile,Q235,"Imagine you are a 58-year-old woman, working as a skilled worker, with secondary education, identifying as lower middle class, in Chile. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
14687,152070597,CHL,Chile,Q235,"Imagine you are a 32-year-old woman, working as a higher administrative, with secondary education, identifying as lower middle class, in Chile. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
14647,152070557,CHL,Chile,Q235,"Imagine you are a 37-year-old woman, who never had a job, with secondary education, identifying as working class, in Chile. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
14748,152070658,CHL,Chile,Q235,"Imagine you are a 56-year-old man, working as a clerical worker, with secondary education, identifying as working class, in Chile. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
18083,156072993,CHN,China,Q235,"Imagine you are a 43-year-old woman, working as a professional or technical worker, with higher education, identifying as lower middle class, in China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
17077,156071987,CHN,China,Q235,"Imagine you are a 29-year-old man, working as a farm proprietor or manager, with secondary education, identifying as lower middle class, in China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
16244,156071154,CHN,China,Q235,"Imagine you are a 70-year-old woman, working as a farm worker, with secondary education, identifying as lower middle class, in China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
17303,156072213,CHN,China,Q235,"Imagine you are a 45-year-old man, working as a skilled worker, with secondary education, identifying as working class, in China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
16817,156071727,CHN,China,Q235,"Imagine you are a 38-year-old man, working as a semi-skilled worker, with secondary education, identifying as working class, in China. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
19376,170077386,COL,Colombia,Q235,"Imagine you are a 28-year-old man, working as a semi-skilled worker, with secondary education, identifying as upper middle class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
18423,170071850,COL,Colombia,Q235,"Imagine you are a 67-year-old man, working as a service worker, with low education, identifying as lower class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
18986,170075729,COL,Colombia,Q235,"Imagine you are a 28-year-old woman, working as a sales worker, with secondary education, identifying as lower middle class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
18731,170074495,COL,Colombia,Q235,"Imagine you are a 27-year-old woman, who never had a job, with low education, identifying as upper middle class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
18763,170074599,COL,Colombia,Q235,"Imagine you are a 49-year-old man, working as a service worker, with low education, identifying as lower class, in Colombia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
20328,196070682,CYP,Cyprus,Q235,"Imagine you are a 28-year-old man, working as a semi-skilled worker, with postgraduate education, identifying as lower middle class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
20070,196070424,CYP,Cyprus,Q235,"Imagine you are a 52-year-old woman, working as a sales worker, with secondary education, identifying as lower middle class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
20584,196070938,CYP,Cyprus,Q235,"Imagine you are a 24-year-old woman, working as a unspecified occupation, with higher education, identifying as working class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
19742,196070096,CYP,Cyprus,Q235,"Imagine you are a 66-year-old woman, who never had a job, with low education, identifying as working class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
20184,196070538,CYP,Cyprus,Q235,"Imagine you are a 42-year-old woman, working as a semi-skilled worker, with secondary education, identifying as upper middle class, in Cyprus. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
21785,203071139,CZE,Czechia,Q235,"Imagine you are a 58-year-old woman, working as a unskilled worker, with secondary education, identifying as working class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
20740,203070094,CZE,Czechia,Q235,"Imagine you are a 56-year-old woman, working as a skilled worker, with secondary education, identifying as lower middle class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
20662,203070016,CZE,Czechia,Q235,"Imagine you are a 66-year-old woman, working as a unskilled worker, with secondary education, identifying as lower middle class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
20824,203070178,CZE,Czechia,Q235,"Imagine you are a 44-year-old man, working as a professional or technical worker, with postgraduate education, identifying as upper middle class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
20823,203070177,CZE,Czechia,Q235,"Imagine you are a 46-year-old man, working as a professional or technical worker, with postgraduate education, identifying as lower middle class, in Czechia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
23578,218070204,ECU,Ecuador,Q235,"Imagine you are a 44-year-old man, working as a farm worker, with low education, identifying as lower middle class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
24070,218070696,ECU,Ecuador,Q235,"Imagine you are a 33-year-old man, working as a semi-skilled worker, with higher education, identifying as lower middle class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
24041,218070667,ECU,Ecuador,Q235,"Imagine you are a 18-year-old woman, working as a sales worker, with secondary education, identifying as lower class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
24364,218070990,ECU,Ecuador,Q235,"Imagine you are a 42-year-old woman, working as a skilled worker, with secondary education, identifying as working class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
24517,218071143,ECU,Ecuador,Q235,"Imagine you are a 60-year-old woman, working as a unspecified occupation, with low education, identifying as lower middle class, in Ecuador. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
25737,818071163,EGY,Egypt,Q235,"Imagine you are a 20-year-old woman, who never had a job, with secondary education, identifying as working class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
25244,818070670,EGY,Egypt,Q235,"Imagine you are a 55-year-old man, working as a farm proprietor or manager, with low education, identifying as lower middle class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
24885,818070311,EGY,Egypt,Q235,"Imagine you are a 62-year-old woman, who never had a job, with low education, identifying as lower class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
24763,818070189,EGY,Egypt,Q235,"Imagine you are a 35-year-old woman, working as a unskilled worker, with secondary education, identifying as lower middle class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
24612,818070038,EGY,Egypt,Q235,"Imagine you are a 38-year-old woman, who never had a job, with low education, identifying as lower middle class, in Egypt. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
26946,231071172,ETH,Ethiopia,Q235,"Imagine you are a 23-year-old woman, working as a service worker, with higher education, identifying as lower middle class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
26672,231070898,ETH,Ethiopia,Q235,"Imagine you are a 25-year-old man, working as a unspecified occupation, with low education, identifying as lower middle class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
25964,231070190,ETH,Ethiopia,Q235,"Imagine you are a 18-year-old woman, working as a farm worker, with low education, identifying as lower middle class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
25965,231070191,ETH,Ethiopia,Q235,"Imagine you are a 41-year-old man, working as a farm proprietor or manager, with unspecified education, identifying as lower middle class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
26220,231070446,ETH,Ethiopia,Q235,"Imagine you are a 47-year-old man, working as a unskilled worker, with low education, identifying as lower class, in Ethiopia. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
22634,276070788,DEU,Germany,Q235,"Imagine you are a 64-year-old man, working as a semi-skilled worker, with secondary education, identifying as lower middle class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
21924,276070078,DEU,Germany,Q235,"Imagine you are a 65-year-old man, working as a farm worker, with secondary education, identifying as working class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
22511,276070665,DEU,Germany,Q235,"Imagine you are a 79-year-old woman, working as a clerical worker, with secondary education, identifying as working class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
23363,276071517,DEU,Germany,Q235,"Imagine you are a 30-year-old woman, working as a service worker, with secondary education, identifying as upper middle class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
23069,276071223,DEU,Germany,Q235,"Imagine you are a 21-year-old man, working as a skilled worker, with secondary education, identifying as lower middle class, in Germany. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
29692,300070079,GRC,Greece,Q235,"Imagine you are a 67-year-old woman, working as a clerical worker, with higher education, identifying as working class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
30801,300071188,GRC,Greece,Q235,"Imagine you are a 51-year-old man, working as a sales worker, with secondary education, identifying as working class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
29850,300070237,GRC,Greece,Q235,"Imagine you are a 50-year-old woman, working as a service worker, with secondary education, identifying as upper middle class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
30192,300070579,GRC,Greece,Q235,"Imagine you are a 85-year-old woman, working as a service worker, with low education, identifying as working class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
30542,300070929,GRC,Greece,Q235,"Imagine you are a 63-year-old woman, working as a service worker, with secondary education, identifying as working class, in Greece. I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?: Having a strong leader who does not have to bother with parliament and elections"
